DescriptorUI	DescriptorName
D054684	Cyclic Nucleotide Phosphodiesterases, Type 3
D054684	Cyclic Nucleotide Phosphodiesterases, Type 3
D058987	Phosphodiesterase 3 Inhibitors
D054685	Lymphoma, Primary Effusion
D054697	Cytostatic Agents
D003603	Cytotoxins
D054700	Clausena
D054702	United States Agency for International Development
D054703	Cyclic Nucleotide Phosphodiesterases, Type 4
D054703	Cyclic Nucleotide Phosphodiesterases, Type 4
D058988	Phosphodiesterase 4 Inhibitors
D054704	Peace Corps
D054705	Mastocytoma, Skin
D054706	Cyclic Nucleotide Phosphodiesterases, Type 5
D054706	Cyclic Nucleotide Phosphodiesterases, Type 5
D058986	Phosphodiesterase 5 Inhibitors
D054707	Cyclic Nucleotide Phosphodiesterases, Type 6
D054708	Cyclic Nucleotide Phosphodiesterases, Type 7
D054709	Lecithins
D013501	Surface-Active Agents
D054710	Interactive Tutorial
D054711	Introductory Journal Article
D054712	Salinity
D054713	Bryostatins
D054714	Echinocandins
D000935	Antifungal Agents
D054715	Cardiotoxins
D054728	Cucurbitacins
D054729	Calcium-Calmodulin-Dependent Protein Kinase Type 1
D054730	Protein Interaction Domains and Motifs
D025941	Protein Interaction Mapping
D060066	Protein Interaction Maps
D054731	PDZ Domains
D054732	Calcium-Calmodulin-Dependent Protein Kinase Type 2
D054734	Calcium-Calmodulin-Dependent Protein Kinase Type 4
D054735	Phosphorothioate Oligonucleotides
D054736	Elongation Factor 2 Kinase
D054737	Calcium-Calmodulin-Dependent Protein Kinase Kinase
D054738	Scala Vestibuli
D054739	Dendritic Cell Sarcoma, Interdigitating
D054740	Dendritic Cell Sarcoma, Follicular
D054742	Acyl-Butyrolactones
D054743	Cyclic AMP-Dependent Protein Kinase Type I
D054746	Cyclic AMP-Dependent Protein Kinase Type II
D054747	Histiocytic Sarcoma
D054748	Ribosome Subunits, Large, Archaeal
D054749	Ribosome Subunits, Small, Archaeal
D054750	Ecotoxicology
D054751	Cyclic AMP-Dependent Protein Kinase Catalytic Subunits
D054752	Langerhans Cell Sarcoma
D054753	Cyclic AMP-Dependent Protein Kinase RIbeta Subunit
D054754	Cyclic AMP-Dependent Protein Kinase RIIalpha Subunit
D054755	Imidazoline Receptors
D054756	Cyclic AMP-Dependent Protein Kinase RIalpha Subunit
D054757	Cyclic AMP-Dependent Protein Kinase RIIbeta Subunit
D054758	A Kinase Anchor Proteins
D054768	G-Protein-Coupled Receptor Kinases
D054769	G-Protein-Coupled Receptor Kinase 2
D054770	G-Protein-Coupled Receptor Kinase 3
D054771	G-Protein-Coupled Receptor Kinase 4
D054772	Rats, Hairless
D054773	Streptococcus gordonii
D054774	G-Protein-Coupled Receptor Kinase 5
D054776	Semicircular Ducts
D054777	Hair Cells, Ampulla
D059547	Stereocilia
D054778	NM23 Nucleoside Diphosphate Kinases
D054788	Ribosome Inactivating Proteins
D011500	Protein Synthesis Inhibitors
D054789	Ribosome Inactivating Proteins, Type 1
D054790	Ribosome Inactivating Proteins, Type 2
D054791	Cervical Length Measurement
D054792	Muscle, Striated
D054793	Truncated Hemoglobins
D054794	Glycomics
D002241	Carbohydrates
D054795	Incretins
D054796	Drug Dosage Calculations
D004364	Pharmaceutical Preparations
D054798	Volleyball
D054799	Phospholipase C beta
D054800	Glycosylphosphatidylinositol Diacylglycerol-Lyase
D054801	Phosphoinositide Phospholipase C
D054802	Molecular Imprinting
D049329	Nanostructures
D054803	Phospholipase C delta
D054804	Cathelicidins
D054805	Dermcidins
D054806	Magainins
D054807	Cecropins
D054808	Histatins
D054809	Thionins
D054810	Deep Sedation
D054811	Phytochelatins
D002614	Chelating Agents
D054812	Cyclitols
D054813	Polyhydroxyalkanoates
D054814	Anatomists
D054815	Cyclic Nucleotide-Gated Cation Channels
D054816	Levopropoxyphene
D000996	Antitussive Agents
D054817	Pollination
D054818	Hexosaminidase A
D012497	Sandhoff Disease
D013661	Tay-Sachs Disease
D054819	Hexosaminidase B
D054819	Hexosaminidase B
D012497	Sandhoff Disease
D054820	beta-Hexosaminidase alpha Chain
D054820	beta-Hexosaminidase alpha Chain
D013661	Tay-Sachs Disease
D054821	beta-Hexosaminidase beta Chain
D054821	beta-Hexosaminidase beta Chain
D012497	Sandhoff Disease
D054828	Histamine H3 Antagonists
D054829	RING Finger Domains
D054830	Sesterterpenes
D054831	Acridones
D054832	Urocortins
D054833	Isoindoles
D054834	Lipocalins
D054835	Lipocalin 1
D054836	Indolizidines
D054837	Quinolizidines
D054838	von Ebner Glands
D054839	Retinol-Binding Proteins, Plasma
D054840	Retinol-Binding Proteins, Cellular
D054843	Negative-Pressure Wound Therapy
D054848	Peptaibols
D054849	Cardiac Electrophysiology
D022062	Electrophysiologic Techniques, Cardiac
D054850	Osteophyte
D054851	Tropheryma
D054852	Small Molecule Libraries
D054853	Malignant Atrophic Papulosis
D054854	Vertebroplasty
D054855	Drug-Eluting Stents
D054856	G-Quadruplexes
D045566	DNA, Cruciform
D054868	Jacobsen Distal 11q Deletion Syndrome
D054869	Clinical Audit
D054976	Clinical Governance
D054872	Fatty Acid Synthesis Inhibitors
D054873	Dipeptidyl-Peptidase IV Inhibitors
D054874	Athletic Performance
D011597	Psychomotor Performance
D054875	Ubiquitination
D057149	Ubiquitinated Proteins
D054876	Prenylation
D054877	Wolf-Hirschhorn Syndrome
D054878	Lipoylation
D054879	Halogenation
D054880	Aspartylglucosaminuria
D054881	Sex Determination by Skeleton
D054882	Antley-Bixler Syndrome Phenotype
D009251	NADPH-Ferrihemoprotein Reductase
D051497	Receptor, Fibroblast Growth Factor, Type 2
D054883	Oxylipins
D054884	Host-Pathogen Interactions
D054885	Cumulus Cells
D054889	Fatty Acid Synthase, Type II
D054890	Fatty Acid Synthase, Type I
D054892	Metagenome
D064307	Microbiota
D054893	Cone-Beam Computed Tomography
D054894	Spiral Cone-Beam Computed Tomography
D054908	Extensively Drug-Resistant Tuberculosis
D054909	Placozoa
D054910	Compound Eye, Arthropod
D017956	Photoreceptor Cells, Invertebrate
D054928	Validation Studies as Topic
D054969	Primary Dysautonomias
D054970	Pure Autonomic Failure
D054971	Orthostatic Intolerance
D054972	Postural Orthostatic Tachycardia Syndrome
D054973	Perivascular Epithelioid Cell Neoplasms
D054974	Costameres
D054975	Pallister-Hall Syndrome
D054976	Clinical Governance
D054869	Clinical Audit
D054988	Idiopathic Interstitial Pneumonias
D054989	Nephrogenic Fibrosing Dermopathy
D054990	Idiopathic Pulmonary Fibrosis
D054991	Autovaccines
D054992	Immunological Synapses
D017951	Antigen Presentation
D055008	Anthracosis
D055009	Spondylosis
D013169	Spondylolysis
D055010	Posterior Cervical Sympathetic Syndrome
D055011	Ablation Techniques
D055012	Chromosomal Position Effects
D055013	Osteoarthritis, Spine
D055014	Granulocyte-Macrophage Progenitor Cells
D055015	Megakaryocyte-Erythroid Progenitor Cells
D055016	Megakaryocyte Progenitor Cells
D055017	Monocyte-Macrophage Precursor Cells
D055018	Hemangioblasts
D055028	Comparative Genomic Hybridization
D055029	Inverted Repeat Sequences
D055030	Drug Users
D055031	Primary Graft Dysfunction
D055032	Electron Microscope Tomography
D055034	Osteochondrosis
D055035	Spinal Osteochondrosis
D055036	Campomelic Dysplasia
D010855	Pierre Robin Syndrome
D055048	Integrative Medicine
D006694	Holistic Health
D055049	Salt Tolerance
D006216	Halobacteriaceae
D055050	Diet, Gluten-Free
D055051	Salt-Tolerant Plants
D030821	Plants, Genetically Modified
D055052	Athletic Tape
D055053	Terahertz Radiation
D055068	Terahertz Spectroscopy
D055069	Terahertz Imaging
D055070	Resistance Training
D055088	Early Detection of Cancer
D055089	Tracheobronchomalacia
D055090	Tracheomalacia
D055091	Bronchomalacia
D055092	Laryngomalacia
D055093	Periodontal Atrophy
D055094	Evidence-Based Dentistry
D019317	Evidence-Based Medicine
D055318	Evidence-Based Nursing
D055095	Optics and Photonics
D055096	Optical Devices
D055096	Optical Devices
D055095	Optics and Photonics
D055097	Auriculotherapy
D055098	Endocrine Cells
D055099	Neuroendocrine Cells
D055100	Optical Fibers
D005336	Fiber Optic Technology
D055101	Semen Analysis
D055103	Hypodermoclysis
D055104	Infusions, Subcutaneous
D065566	Subcutaneous Absorption
D055105	Waist Circumference
D049629	Waist-Hip Ratio
D064346	Sagittal Abdominal Diameter
D055106	Genome-Wide Association Study
D060005	Genotyping Techniques
D055107	Suntan
D013471	Sunburn
D055108	Sunbathing
D055108	Sunbathing
D013471	Sunburn
D055107	Suntan
D055109	Ankle Brachial Index
D055110	Radiometric Dating
D055111	Failed Back Surgery Syndrome
D055112	Pyometra
D055113	Chronic Periodontitis
D055114	X-Ray Microtomography
D055115	Light-Curing of Dental Adhesives
D058567	Photoinitiators, Dental
D055116	Self-Curing of Dental Resins
D055117	Curing Lights, Dental
D058567	Photoinitiators, Dental
D055118	Medication Adherence
D016312	Treatment Refusal
D055119	Elastic Modulus
D004548	Elasticity
D055133	Blastocladiomycota
D055134	Allomyces
D055135	Coelomomyces
D055136	Neocallimastigomycota
D055137	Glomeromycota
D055139	Sensory Gating
D055153	Stem Cell Niche
D055154	Dysphonia
D064706	Vocal Cord Dysfunction
D055155	Ophiostomatales
D055156	Ophiostoma
D055157	Dipodascus
D055158	Velopharyngeal Sphincter
D055159	Endomyces
D055160	Lipomyces
D055161	Speleotherapy
D055162	Biocatalysis
D055163	Metschnikowia
D055164	Nerve Expansion
D055165	Debaromyces
D055166	Hepatic Stellate Cells
D055167	Dekkera
D055168	Brettanomyces
D055169	Eremothecium
D055170	Plant Root Nodulation
D009586	Nitrogen Fixation
D053204	Root Nodules, Plant
D055171	Nasal Cartilages
D055172	Vomer
D055191	Delayed Emergence from Anesthesia
D000762	Anesthesia Recovery Period
D055211	Retinal Photoreceptor Cell Inner Segment
D055212	Photoreceptor Connecting Cilium
D055213	Retinal Pigment Epithelium
D055214	Retinal Photoreceptor Cell Outer Segment
D055231	Lincosamides
D000900	Anti-Bacterial Agents
D011500	Protein Synthesis Inhibitors
D055232	Proline-Rich Protein Domains
D055233	Cornified Envelope Proline-Rich Proteins
D055273	Salivary Proline-Rich Proteins
D055233	Cornified Envelope Proline-Rich Proteins
D055232	Proline-Rich Protein Domains
D055252	Cell-Derived Microparticles
D055354	Exosomes
D055253	Color Vision
D003118	Color Perception
D055254	Night Vision
D055255	Mesopic Vision
D055256	Infectious Disease Incubation Period
D055257	Mucin-5B
D055258	Rod-Cone Interaction
D055261	Immunogenetic Phenomena
D055262	Mucin-2
D055263	Mucin-3
D055264	Mucin-4
D055271	Mucin 5AC
D055272	Mucin-6
D055273	Salivary Proline-Rich Proteins
D055232	Proline-Rich Protein Domains
D055291	Salivary alpha-Amylases
D055292	Pancreatic alpha-Amylases
D055293	Receptors, Urokinase Plasminogen Activator
D055312	Cystatin A
D055313	Cystatin B
D020194	Unverricht-Lundborg Syndrome
D015853	Cysteine Proteinase Inhibitors
D055314	Seed Storage Proteins
D055315	Prolamins
D055316	Cystatin C
D055317	Evidence-Based Practice
D055318	Evidence-Based Nursing
D019317	Evidence-Based Medicine
D055094	Evidence-Based Dentistry
D055319	Torulaspora
D055320	Williopsis
D055321	Hanseniaspora
D055322	Kloeckera
D055323	Byssochlamys
D055324	Eupenicillium
D055325	Eurotium
D055326	Neosartorya
D055327	Thermoascus
D055328	Neotyphodium
D055329	Epichloe
D055330	Nectria
D055331	Adenomyoepithelioma
D055332	Cystatin M
D055333	Salivary Cystatins
D015853	Cysteine Proteinase Inhibitors
D055351	Retinal Neurons
D055352	Halorubrum
D055353	Chromohalobacter
D055354	Exosomes
D011992	Endosomes
D022142	Secretory Vesicles
D055252	Cell-Derived Microparticles
D063326	Exosome Multienzyme Ribonuclease Complex
D055355	Opsins
D055356	Endometrial Ablation Techniques
D055357	Uterine Artery Embolization
D055988	Uterine Artery
D055358	Cone Opsins
D055359	Antistatic Agents
D055360	Osteopathic Physicians
D010021	Osteopathic Medicine
D055361	Multilevel Analysis
D055362	Agrocybe
D055363	Cortinarius
D055364	Hebeloma
D055365	Cyathus
D055366	Synaptic Potentials
D055367	Volvariella
D055368	Pholiota
D055369	Miniature Postsynaptic Potentials
D055370	Lung Injury
D055371	Acute Lung Injury
D055372	AMP-Activated Protein Kinases
D055391	Psilocybe
D055392	Armillaria
D055393	Flammulina
D055394	Tolloid-Like Metalloproteinases
D055395	Bone Morphogenetic Protein 1
D055396	Bone Morphogenetic Protein 2
D055397	Ventilator-Induced Lung Injury
D012122	Ventilators, Mechanical
D055398	Bone Morphogenetic Protein 3
D055399	Laccaria
D055411	TGF-beta Superfamily Proteins
D055412	Growth Differentiation Factors
D055413	Growth Differentiation Factor 10
D055414	Myocardial Perfusion Imaging
D055415	Bone Morphogenetic Protein 4
D055416	Evidence-Based Emergency Medicine
D055417	Bone Morphogenetic Protein 5
D055418	Bone Morphogenetic Protein 6
D055419	Bone Morphogenetic Protein 7
D055420	Perfusion Imaging
D055422	Venous Valves
D055423	Diet, Ketogenic
D055424	Cardiac-Gated Imaging Techniques
D055425	Respiratory-Gated Imaging Techniques
D055426	Cardiac-Gated Single-Photon Emission Computer-Assisted Tomography
D055427	Growth Differentiation Factor 2
D055428	Growth Differentiation Factor 5
D055429	Growth Differentiation Factor 9
D055430	Bone Morphogenetic Protein 15
D055431	Growth Differentiation Factor 6
D055432	Metabolomics
D054647	Nutrigenomics
D055433	Marasmius
D055434	Termitomyces
D055435	Myostatin
D055436	Growth Differentiation Factor 15
D055439	Tricholoma
D055441	Poria
D055442	Metabolome
D055432	Metabolomics
D055451	Growth Differentiation Factor 3
D055452	Growth Differentiation Factor 1
D055453	Coriolaceae
D055454	Trametes
D055456	Nodal Signaling Ligands
D055457	Nodal Protein
D055458	Left-Right Determination Factors
D055459	Facilitated Diffusion
D055471	Thermal Diffusion
D055491	Antrodia
D055492	Polyporus
D055493	Spiral Ligament of Cochlea
D055494	Pycnoporus
D055495	Neurogenesis
D055496	Neurogenic Bowel
D055498	Jewelry
D055499	Catheter-Related Infections
D003428	Cross Infection
D061807	Catheter Obstruction
D055500	Resilience, Psychological
D000223	Adaptation, Psychological
D055501	Macrophage Activation Syndrome
D055502	Secondary Prevention
D018890	Chemoprevention
D055503	Protein Multimerization
D017510	Protein Folding
D019281	Dimerization
D055504	Insulin Receptor Substrate Proteins
D055511	CCN Intercellular Signaling Proteins
D055512	Tertiary Prevention
D055513	Connective Tissue Growth Factor
D055514	Nephroblastoma Overexpressed Protein
D055515	Cysteine-Rich Protein 61
D055516	2S Albumins, Plant
D055517	snRNP Core Proteins
D000072	RNA Splicing Factors
D055519	Photoreceptors, Plant
D055537	Light Signal Transduction
D055531	Gemini of Coiled Bodies
D020541	Coiled Bodies
D055532	SMN Complex Proteins
D055532	SMN Complex Proteins
D055531	Gemini of Coiled Bodies
D055533	Survival of Motor Neuron 1 Protein
D055533	Survival of Motor Neuron 1 Protein
D014897	Spinal Muscular Atrophies of Childhood
D055534	Bulbo-Spinal Atrophy, X-Linked
D055535	Morgellons Disease
D063726	Delusional Parasitosis
D055536	Vagus Nerve Stimulation
D055537	Light Signal Transduction
D020283	Photoreceptors, Microbial
D055519	Photoreceptors, Plant
D055538	delta-Thalassemia
D055539	MP3-Player
D055540	Survival of Motor Neuron 2 Protein
D000071	Tudor Domain
D055541	DEAD Box Protein 20
D055542	alpha-Globins
D055543	zeta-Globins
D055544	beta-Globins
D055545	gamma-Globins
D055546	delta-Globins
D055547	epsilon-Globins
D055548	Vapor Pressure
D055549	Volatile Organic Compounds
D055550	Protein Stability
D058767	Protein Unfolding
D055551	HSP27 Heat-Shock Proteins
D055552	Infectious Disease Medicine
D001432	Bacteriology
D003140	Communicable Disease Control
D008829	Microbiology
D009172	Mycology
D010274	Parasitology
D014773	Virology
D055553	Prescription Drugs
D055554	Hemoglobin Subunits
D055556	Nasal Lavage
D055571	Secretory Pathway
D055572	Ceramidases
D055573	Acid Ceramidase
D055573	Acid Ceramidase
D055577	Farber Lipogranulomatosis
D055574	Alkaline Ceramidase
D055576	Neutral Ceramidase
D055577	Farber Lipogranulomatosis
D055580	Astronomical Phenomena
D055585	Physical Phenomena
D055587	Astronomical Objects
D055589	Pancreatitis, Graft
D055590	Electromagnetic Phenomena
D055592	Biophysical Phenomena
D055593	Geological Phenomena
D055595	Mechanical Phenomena
D055598	Chemical Phenomena
D055601	Organic Chemistry Phenomena
D055607	Receptors, Natural Killer Cell
D055608	Galaxies
D055609	Stars, Celestial
D055610	Antigens, CD1d
D015395	Histocompatibility Antigens Class I
D055611	Natural Killer T-Cells
D055612	Cytokine-Induced Killer Cells
D055613	Multiple Pulmonary Nodules
D055614	Genetic Phenomena
D005821	Genetic Techniques
D005823	Genetics
D008967	Molecular Biology
D055615	Electrical Equipment and Supplies
D004581	Electronics
D055616	Microtechnology
D055617	Micro-Electrical-Mechanical Systems
D055618	Radiation Equipment and Supplies
D055620	Optical Phenomena
D055622	Orbital Myositis
D055623	Keratosis, Actinic
D055624	Methicillin-Resistant Staphylococcus aureus
D016106	Methicillin Resistance
D055627	Natural Cytotoxicity Triggering Receptor 1
D055628	Natural Cytotoxicity Triggering Receptor 3
D055629	Natural Cytotoxicity Triggering Receptor 2
D055630	Receptors, NK Cell Lectin-Like
D055633	Immune System Phenomena
D055636	Receptors, Natural Cytotoxicity Triggering
D055641	Mathematical Concepts
D055646	Killer Factors, Yeast
D003603	Cytotoxins
D055647	Rats, Transgenic
D055650	NK Cell Lectin-Like Receptor Subfamily A
D055651	NK Cell Lectin-Like Receptor Subfamily B
D055652	Gray Platelet Syndrome
D055653	Muir-Torre Syndrome
D055654	NK Cell Lectin-Like Receptor Subfamily C
D055655	NK Cell Lectin-Like Receptor Subfamily K
D055656	Prescriptions
D055664	Electrochemical Techniques
D055665	Purpura Fulminans
D004211	Disseminated Intravascular Coagulation
D055666	Lipopeptides
D055667	Arcanobacterium
D055668	Photochemical Processes
D055669	Ecological and Environmental Phenomena
D055670	Medicine, Korean Traditional
D055672	Static Electricity
D055673	Acrocallosal Syndrome
D055675	Viscosupplements
D055676	Viscosupplementation
D055676	Viscosupplementation
D055675	Viscosupplements
D055677	Refeeding Syndrome
D055682	Viscoelastic Substances
D055685	Pyricularia grisea
D055686	Metabolic Equivalent
D055687	Musculoskeletal and Neural Physiological Phenomena
D055688	Digestive System and Oral Physiological Phenomena
D055695	Electronic Prescribing
D004360	Drug Therapy, Computer-Assisted
D016303	Clinical Pharmacy Information Systems
D050316	Medical Order Entry Systems
D055696	Olfactory Perception
D055697	Taste Perception
D055698	Touch Perception
D055699	Cemeteries
D055700	Cremation
D055703	Reproductive Physiological Phenomena
D055724	Electrophysiological Phenomena
D055726	Cabo Verde
D055728	Primary Myelofibrosis
D055731	Carbohydrate Biochemistry
D055732	Pulmonary Aspergillosis
D055744	Invasive Pulmonary Aspergillosis
D055745	Bronchioles
D055746	Stage-Specific Embryonic Antigens
